locale,status,label_key,json_file,translated_value,original_en_value,en_length,translated_length
id,translated,view_smart_contract_audit,main.json,Lihat audit kontrak pintar,View smart contract audit,25,26
id,translated,done,main.json,Selesai,Done,4,7
id,translated,timeout_title,main.json,Ups! Transaksi Anda telah habis waktu!,Oops! Your transaction has timed out!,37,38
id,translated,start_bridging,main.json,Mulai Menjembatani,Start Bridging,14,18
id,translated,unwrapped,main.json,dibuka bungkus,unwrapped,9,14
id,translated,bridge_one_way_notice,main.json,"Tari Bridge saat ini beroperasi satu arah (XTM ke wXTM). Kontributor Tari mengharapkan untuk meluncurkan pembukaan bungkus wXTM pada Juli 2025 atau lebih cepat.
Untuk informasi lebih lanjut tentang Tari Bridge silakan","Tari Bridge currently operates one way (XTM to wXTM). Tari contributors expect to launch wXTM unwrapping in July 2025 or sooner.
For more information about Tari Bridge please",174,217
id,translated,bridge_title_suffix_inline,main.json,ke rantai mana pun,to any chain,12,18
id,translated,xtm_token,main.json,XTM,XTM,3,3
id,translated,click_to_switch,main.json,Klik untuk beralih,Click to switch,15,18
id,translated,tick_icon_alt,main.json,Ikon Centang,Tick icon,9,12
id,translated,see_faq,main.json,lihat FAQ kami,see our FAQ,11,14
id,translated,timeout_subtext,main.json,Kami tidak dapat menyelesaikan permintaan pembungkusan Anda tepat waktu. XTM Anda tetap aman di dompet Tari Anda  tidak dikurangi atau dipindahkan.,We couldn't complete your wrapping request in time. Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.,129,148
id,translated,network_icon_alt,main.json,Ikon {{network}},{{network}} icon,16,16
fr,translated,success_title,main.json,Nous avons {{action}} votre {{amount}} {{fromToken}} !,We've {{action}} your {{amount}} {{fromToken}}!,47,54
fr,translated,amount_to_bridge,main.json,Montant à transférer,Amount to Bridge,16,20
fr,translated,bridge_description_prefix,main.json,"Enveloppez XTM pour créer wXTM sur Ethereum. wXTM n'est pas votre
token Ethereum ordinaire. C'est un puissant ","Wrap XTM to create wXTM on Ethereum. wXTM isn't your
everyday Ethereum token anon. It's a powerful ",99,110
fr,translated,transaction_id,main.json,ID de transaction,Transaction ID,14,17
fr,translated,wrap_failed_message,main.json,"Nous n'avons pas pu compléter votre demande d'enveloppement à temps.
Votre XTM reste en sécurité dans votre portefeuille Tari  il n'a pas été déduit ou déplacé.","We couldn't complete your wrapping request in time.
Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.",129,161
fr,translated,having_trouble,main.json,Vous avez des problèmes ?,Having trouble?,15,25
fr,translated,max,main.json,MAX,MAX,3,3
fr,translated,processing_title,main.json,En attente de confirmation...,Waiting for confirmation...,27,29
fr,translated,continue,main.json,Continuer,Continue,8,9
fr,translated,bridge_description_suffix,main.json, qui à l'avenir pourra exister sur presque n'importe quelle chaîne que vous souhaitez., that in future can exist on nearly any chain you desire.,57,86
fr,translated,wrapped,main.json,enveloppé,wrapped,7,9
fr,translated,connect_wallet_title,main.json,Connecter un portefeuille,Connect a Wallet,16,25
fr,translated,eth_mainnet,main.json,ETH MAINNET,ETH MAINNET,11,11
fr,translated,tokens_received_title,main.json,{{fromToken}} reçu - enveloppement bientôt,{{fromToken}} received - wrapping soon,38,42
fr,translated,retry,main.json,Réessayer,Retry,5,9
fr,translated,processing_subtext,main.json,Nous avons reçu votre demande. Vos fonds seront enveloppés dès que le processus commencera. Aucune action n'est nécessaire.,We've received your request. Your funds will be wrapped as soon as the process begins. No action is needed.,107,123
fr,translated,please_connect_supported_network,main.json,Veuillez vous connecter à l'un de nos réseaux pris en charge pour continuer,Please connect to one of our supported networks to continue,59,75
fr,translated,unwrapping,main.json,déballage,unwrapping,10,9
fr,translated,layerzero_oft,main.json,"LayerZero 
OFT","LayerZero 
OFT",14,14
fr,translated,connect_wallet_subtitle,main.json,Ceci sera la destination pour votre wXTM,This will be the destination for your wXTM,42,40
fr,translated,bridge_title_prefix,main.json,Transférez votre,Bridge your,11,16
fr,translated,close,main.json,Fermer,Close,5,6
fr,translated,destination_address,main.json,Adresse de destination,Destination address,19,22
fr,translated,pending_title,main.json,Nous sommes en train de {{action}} votre {{amount}} {{fromToken}},We're {{action}} your {{amount}} {{fromToken}},46,65
fr,translated,tokens_received_subtext,main.json,Nous avons reçu votre {{fromToken}}. L'enveloppement est en file d'attente et commencera sous peu. Vous recevrez wXTM à votre adresse Ethereum une fois terminé.,We've received your {{fromToken}}. Wrapping is queued and will begin shortly. You'll get wXTM at your Ethereum address once complete.,133,160
fr,translated,success_wrapped,main.json,Nous avons enveloppé votre {{amount}} {{fromToken}} !,We've wrapped your {{amount}} {{fromToken}}!,44,53
fr,translated,success_subtext,main.json,Votre conversion en wXTM est terminée et vos fonds ont été déposés à l'adresse spécifiée.,Your wXTM conversion has been complete and your funds have been deposited into the address specified.,101,89
fr,translated,timeout_icon_alt,main.json,Délai d'attente,Timeout,7,15
fr,translated,wallet_icon_alt,main.json,Icône de portefeuille,Wallet icon,11,21
fr,translated,bridge_title_suffix_break,main.json,"vers 
 n'importe quelle chaîne","to 
 any chain",14,30
fr,translated,connect_wallet,main.json,Connecter le portefeuille,Connect Wallet,14,25
fr,translated,unknown_transaction_status,main.json,Statut de transaction inconnu.,Unknown transaction status.,27,30
fr,translated,switch_network,main.json,Changer de réseau,Switch Network,14,17
fr,translated,pending_subtext,main.json,Vous recevrez {{amount}} {{fromToken}} en pas plus de {{bridgingTime}}. Les fonds sont automatiquement transférés depuis votre portefeuille Tari Universe lié. Vous n'avez rien d'autre à faire.,You'll receive {{amount}} {{fromToken}} in no more than {{bridgingTime}}. Funds are automatically transferred from your linked Tari Universe wallet. You don't need to do anything else.,184,192
fr,translated,view_faqs,main.json,Voir les FAQ,View FAQs,9,12
fr,translated,conversion_complete,main.json,Votre conversion en {{toToken}} est terminée et vos fonds ont été déposés à l'adresse spécifiée.,Your {{toToken}} conversion has been complete and your funds have been deposited into the address specified.,108,96
fr,translated,something_went_wrong,main.json,Quelque chose a mal tourné,Something went wrong,20,26
fr,translated,amount_to_receive,main.json,Montant à recevoir,Amount to receive,17,18
fr,translated,success_unwrapped,main.json,Nous avons déballé votre {{amount}} {{fromToken}} !,We've unwrapped your {{amount}} {{fromToken}}!,46,51
fr,translated,clock_icon_alt,main.json,Icône d'horloge,Clock icon,10,15
fr,translated,transaction_details,main.json,Détails de la transaction,Transaction Details,19,25
fr,translated,wrapping,main.json,enveloppement,wrapping,8,13
fr,translated,view_smart_contract_audit,main.json,Voir l'audit du contrat intelligent,View smart contract audit,25,35
fr,translated,done,main.json,Terminé,Done,4,7
fr,translated,timeout_title,main.json,Oups ! Votre transaction a expiré !,Oops! Your transaction has timed out!,37,35
fr,translated,start_bridging,main.json,Commencer le transfert,Start Bridging,14,22
fr,translated,unwrapped,main.json,déballé,unwrapped,9,7
fr,translated,bridge_one_way_notice,main.json,"Le pont Tari fonctionne actuellement dans un sens (XTM vers wXTM). Les contributeurs de Tari prévoient de lancer le déballage de wXTM en juillet 2025 ou plus tôt.
Pour plus d'informations sur le pont Tari, veuillez","Tari Bridge currently operates one way (XTM to wXTM). Tari contributors expect to launch wXTM unwrapping in July 2025 or sooner.
For more information about Tari Bridge please",174,214
fr,translated,bridge_title_suffix_inline,main.json,vers n'importe quelle chaîne,to any chain,12,28
fr,translated,xtm_token,main.json,XTM,XTM,3,3
fr,translated,click_to_switch,main.json,Cliquez pour changer,Click to switch,15,20
fr,translated,tick_icon_alt,main.json,Icône de coche,Tick icon,9,14
fr,translated,see_faq,main.json,voir notre FAQ,see our FAQ,11,14
fr,translated,timeout_subtext,main.json,Nous n'avons pas pu compléter votre demande d'enveloppement à temps. Votre XTM reste en sécurité dans votre portefeuille Tari  il n'a pas été déduit ou déplacé.,We couldn't complete your wrapping request in time. Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.,129,161
fr,translated,network_icon_alt,main.json,Icône {{network}},{{network}} icon,16,17
tr,translated,success_title,main.json,{{amount}} {{fromToken}}'inizi {{action}}!,We've {{action}} your {{amount}} {{fromToken}}!,47,42
tr,translated,amount_to_bridge,main.json,Köprüleme Miktarı,Amount to Bridge,16,17
tr,translated,bridge_description_prefix,main.json,Ethereum üzerinde wXTM oluşturmak için XTM'i sarın. wXTM sıradan bir Ethereum token'ı değil. Güçlü bir ,"Wrap XTM to create wXTM on Ethereum. wXTM isn't your
everyday Ethereum token anon. It's a powerful ",99,103
tr,translated,transaction_id,main.json,İşlem Kimliği,Transaction ID,14,13
tr,translated,wrap_failed_message,main.json,"Sarılma talebinizi zamanında tamamlayamadık.
XTM'iniz Tari cüzdanınızda güvende  kesilmedi veya taşınmadı.","We couldn't complete your wrapping request in time.
Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.",129,107
tr,translated,having_trouble,main.json,Sorun mu yaşıyorsunuz?,Having trouble?,15,22
tr,translated,max,main.json,MAKS,MAX,3,4
tr,translated,processing_title,main.json,Onay bekleniyor...,Waiting for confirmation...,27,18
tr,translated,continue,main.json,Devam Et,Continue,8,8
tr,translated,bridge_description_suffix,main.json, gelecekte istediğiniz hemen hemen her zincirde var olabilir., that in future can exist on nearly any chain you desire.,57,61
tr,translated,wrapped,main.json,sarılmış,wrapped,7,8
tr,translated,connect_wallet_title,main.json,Bir Cüzdan Bağlayın,Connect a Wallet,16,19
tr,translated,eth_mainnet,main.json,ETH ANA AĞI,ETH MAINNET,11,11
tr,translated,tokens_received_title,main.json,{{fromToken}} alındı - yakında sarılacak,{{fromToken}} received - wrapping soon,38,40
tr,translated,retry,main.json,Tekrar Dene,Retry,5,11
tr,translated,processing_subtext,main.json,Talebinizi aldık. İşlem başladığında fonlarınız sarılacak. Herhangi bir işlem yapmanıza gerek yok.,We've received your request. Your funds will be wrapped as soon as the process begins. No action is needed.,107,98
tr,translated,please_connect_supported_network,main.json,Devam etmek için lütfen desteklenen ağlarımızdan birine bağlanın,Please connect to one of our supported networks to continue,59,64
tr,translated,unwrapping,main.json,sarılmayı açma,unwrapping,10,14
tr,translated,layerzero_oft,main.json,"LayerZero 
OFT","LayerZero 
OFT",14,14
tr,translated,connect_wallet_subtitle,main.json,"Bu, wXTM'iniz için hedef olacak",This will be the destination for your wXTM,42,31
tr,translated,bridge_title_prefix,main.json,Köprüle,Bridge your,11,7
tr,translated,close,main.json,Kapat,Close,5,5
tr,translated,destination_address,main.json,Hedef adres,Destination address,19,11
tr,translated,pending_title,main.json,{{amount}} {{fromToken}}'inizi {{action}},We're {{action}} your {{amount}} {{fromToken}},46,41
tr,translated,tokens_received_subtext,main.json,{{fromToken}}'inizi aldık. Sarılma sıraya alındı ve yakında başlayacak. Tamamlandığında Ethereum adresinize wXTM alacaksınız.,We've received your {{fromToken}}. Wrapping is queued and will begin shortly. You'll get wXTM at your Ethereum address once complete.,133,125
tr,translated,success_wrapped,main.json,{{amount}} {{fromToken}}'inizi sardık!,We've wrapped your {{amount}} {{fromToken}}!,44,38
tr,translated,success_subtext,main.json,wXTM dönüşümünüz tamamlandı ve fonlarınız belirtilen adrese yatırıldı.,Your wXTM conversion has been complete and your funds have been deposited into the address specified.,101,70
tr,translated,timeout_icon_alt,main.json,Zaman Aşımı,Timeout,7,11
tr,translated,wallet_icon_alt,main.json,Cüzdan simgesi,Wallet icon,11,14
tr,translated,bridge_title_suffix_break,main.json,herhangi bir zincire,"to 
 any chain",14,20
tr,translated,connect_wallet,main.json,Cüzdanı Bağla,Connect Wallet,14,13
tr,translated,unknown_transaction_status,main.json,Bilinmeyen işlem durumu.,Unknown transaction status.,27,24
tr,translated,switch_network,main.json,Ağı Değiştir,Switch Network,14,12
tr,translated,pending_subtext,main.json,"{{bridgingTime}} içinde {{amount}} {{fromToken}} alacaksınız. Fonlar, bağlı Tari Universe cüzdanınızdan otomatik olarak aktarılır. Başka bir şey yapmanıza gerek yok.",You'll receive {{amount}} {{fromToken}} in no more than {{bridgingTime}}. Funds are automatically transferred from your linked Tari Universe wallet. You don't need to do anything else.,184,165
tr,translated,view_faqs,main.json,SSS'leri Görüntüle,View FAQs,9,18
tr,translated,conversion_complete,main.json,{{toToken}} dönüşümünüz tamamlandı ve fonlarınız belirtilen adrese yatırıldı.,Your {{toToken}} conversion has been complete and your funds have been deposited into the address specified.,108,77
tr,translated,something_went_wrong,main.json,Bir şeyler ters gitti,Something went wrong,20,21
tr,translated,amount_to_receive,main.json,Alınacak Miktar,Amount to receive,17,15
tr,translated,success_unwrapped,main.json,{{amount}} {{fromToken}}'inizi sarılmayı açtık!,We've unwrapped your {{amount}} {{fromToken}}!,46,47
tr,translated,clock_icon_alt,main.json,Saat simgesi,Clock icon,10,12
tr,translated,transaction_details,main.json,İşlem Detayları,Transaction Details,19,15
tr,translated,wrapping,main.json,sarılma,wrapping,8,7
tr,translated,view_smart_contract_audit,main.json,Akıllı sözleşme denetimini görüntüle,View smart contract audit,25,36
tr,translated,done,main.json,Tamam,Done,4,5
tr,translated,timeout_title,main.json,Hata! İşleminiz zaman aşımına uğradı!,Oops! Your transaction has timed out!,37,37
tr,translated,start_bridging,main.json,Köprülemeye Başla,Start Bridging,14,17
tr,translated,unwrapped,main.json,sarılmayı açılmış,unwrapped,9,17
tr,translated,bridge_one_way_notice,main.json,"Tari Köprüsü şu anda tek yönlü çalışıyor (XTM'den wXTM'e). Tari katkıcıları, wXTM sarılmayı açmayı Temmuz 2025'te veya daha önce başlatmayı bekliyor.
Tari Köprüsü hakkında daha fazla bilgi için lütfen","Tari Bridge currently operates one way (XTM to wXTM). Tari contributors expect to launch wXTM unwrapping in July 2025 or sooner.
For more information about Tari Bridge please",174,200
tr,translated,bridge_title_suffix_inline,main.json,herhangi bir zincire,to any chain,12,20
tr,translated,xtm_token,main.json,XTM,XTM,3,3
tr,translated,click_to_switch,main.json,Değiştirmek için tıklayın,Click to switch,15,25
tr,translated,tick_icon_alt,main.json,Onay işareti simgesi,Tick icon,9,20
tr,translated,see_faq,main.json,SSS'mizi görün,see our FAQ,11,14
tr,translated,timeout_subtext,main.json,Sarılma talebinizi zamanında tamamlayamadık. XTM'iniz Tari cüzdanınızda güvende  kesilmedi veya taşınmadı.,We couldn't complete your wrapping request in time. Your XTM remains safe in your Tari wallet  it hasn't been deducted or moved.,129,107
tr,translated,network_icon_alt,main.json,{{network}} simgesi,{{network}} icon,16,19
